AREA_NM,PBLPRFR_ND_DSPY_GOODS_CD,PBLPRFR_ND_DSPY_GOODS_NM,PBLPRFR_ND_DSPY_GOODS_ADDR,PBLPRFR_ND_DSPY_GOODS_RNEWL_DE
강원 홍천군,46299,[강원 홍천] 2019 썸머미션 대명 오션월드 오션페스타,강원 홍천군 서면 한치골길 262,20210831
경기 가평군,20697,[경기 가평] 인터렉티브 아트 뮤지엄,경기 가평군 가평읍 호반로 1655,20210831
경기 가평군,39722,"[경기 가평] 마상공연, 조라&지미 퍼니쇼!",경기 가평군 가평읍 달전리 99-4,20210831
경기 고양시,48618,[경기 일산] 킨텍스 견생사진관,경기 고양시 일산동구 중앙로1275번길 56,20210831
경기 남양주시,39329,[경기 남양주] 서호미술관,경기 남양주시 화도읍 북한강로 1344,20210831
경기 남양주시,39564,[경기 남양주] 모란 미술관,경기 남양주시 화도읍 경춘로2110번길 8,20210831
경기 남양주시,40033,[경기 남양주] 프라움 악기박물관,경기 남양주시 와부읍 경강로 756,20210831
경기 남양주시,42545,[경기 남양주] 모란 미술관,경기 남양주시 화도읍 경춘로2110번길 8,20210831
경기 남양주시,42656,[경기 남양주] 프라움 악기박물관,경기 남양주시 와부읍 경강로 756,20210831
경기 남양주시,42702,[경기 남양주] 서호미술관,경기 남양주시 화도읍 북한강로 1344,20210831
경기 부천시,47920,[부천] 아인스월드 세계야경 판타지 빛축제 야간 입장권,경기 부천시 도약로 1,20210831
경기 부천시,47941,[경기 부천] 플레이아쿠아리움 입장권 + 아인스월드 주간권,경기 부천시 도약로 1,20210831
경기 부천시,47942,[경기 부천]아인스월드 야간 빛축제+부천아쿠아리움PKG,경기 부천시 도약로 1,20210831
경기 부천시,47955,[경기 부천]1+1특가★아인스월드 세계야경 빛축제 야간 입장권,경기 부천시 도약로 1,20210831
경기 수원시,39911,[경기 수원] 인생사진관2,경기 수원시 팔달구 동수원로 397,20210831
경기 안성시,48663,[경기 안성] 아트항공레저,경기 안성시 공도읍 신두만곡로 250-91,20210831
경기 양평군,19407,[경기 양평] 추억의 청춘뮤지엄,경기 양평군 용문면 용문산로 620,20210831
경기 양평군,57496,[경기 양평] 청춘뮤지엄,경기 양평군 용문면 용문산로 620,20210831
경기 양평군,58701,[경기 양평] 청춘뮤지엄+인기관광 패키지,경기 양평군 용문면 용문산로 620,20210831
경기 여주시,108,[경기 여주] 쎈토이 뮤지엄 입장권(키덜트),경기 여주시 명품1로 42-9,20210831
경기 이천시,46550,[경기 이천] 미란다 스파플러스+공룡수목원 PKG,경기 이천시 중리천로115번길 45,20210831
경기 파주시,24464,[경기 파주] 헤이리 팝트릭아트 93뮤지엄,경기 파주시 탄현면 헤이리마을길 59-58,20210831
경기 파주시,36085,[경기 파주] 메디테리움 의학박물관,경기 파주시 회동길 338,20210831
경기 파주시,40334,[경기 파주] 아스카게임박물관(키덜트),경기 파주시 탄현면 헤이리마을길 59-101,20210831
경기 포천시,24555,[경기 포천] 산사원 : 전통주 갤러리,경기 포천시 화현면 화동로432번길 25,20210831
경기도 시흥시,140,[경기 시흥] 창조자연사 박물관 입장권,경기도 시흥시 신천동 184-1,20210831
경북 경산시,23838,[경북 경산]공룡박물관,경북 경산시 남산면 하대리 370,20210831
경북 경주시,50718,[경북 경주] 한국대중음악박물관,경북 경주시 엑스포로 9,20210831
대전 유성구,37711,[대전 유성] 인생사진관 2 ★2주년 특가,대전 유성구 엑스포로 39,20210831
대전 중구,41731,주노플로 STATUES KOREA TOUR - 대전,대전 중구 대흥로175번길 25,20210831
대전 중구,46056,[대전 중구]소프라임 공방&파티룸,대전 중구 선화서로 1,20210831
부산 기장군,40036,[부산 기장] 반고흐 빌리지展★전시,부산 기장군 기장읍 기장해안로 98,20210831
부산 기장군,40038,[부산 기장] 본다빈치스퀘어 감성사진관★전시,부산 기장군 기장읍 기장해안로 98,20210831
부산 남구,44885,[부산 남구] 달콤한 로맨스 연극 우연히 봄,부산 남구 수영로 298 지하 (초콜릿 팩토리 소극장),20210831
부산 부산진구,39733,[부산 부산진구] 메모리즈 10 : 에릭남&크러쉬 크리스마스공연,부산 부산진구 가야대로 772,20210831
부산 부산진구,39882,[부산 부산진구] 세젤예展: 세상에서 제일 예쁜 나 ★전시,부산 부산진구 동천로 58,20210831
부산 부산진구,41732,주노플로 STATUES KOREA TOUR - 부산,부산 부산진구 부전로 94,20210831
부산 부산진구,46157,[부산 진구] 서면 마녀의 초대장 ★전시,부산 부산진구 동천로 58,20210831
부산 서구,56574,[부산 서구] 파티드갤러리 (주)피규어갤러리,부산 서구 암남공원로 181,20210831
부산 중구,30486,[부산 중구] 트릭아이 미술관 입장권,부산 중구 동광동3가 44-1,20210831
부산 중구,47194,[경남]부산거제통영남해  투어패스,부산 중구 용두산길 37-30,20210831
부산 중구,53176,[부산 중구] 부산타워 용두산 전망대 :  4월,부산 중구 용두산길 37-30,20210831
부산 중구,54538,[부산 중구] 부산타워 용두산 전망대 :  5월,부산 중구 용두산길 37-30,20210831
부산 중구,55932,[부산 중구] 부산타워 용두산 전망대 :  6월,부산 중구 용두산길 37-30,20210831
부산 중구,57157,[부산 중구] 부산타워 전망대 : 7월,부산 중구 용두산길 37-30,20210831
부산 중구,57176,[단독특가] 부산타워 전망대,부산 중구 용두산길 37-30,20210831
부산 중구,58644,[부산 중구] 부산 영화체험박물관,부산 중구 대청로126번길 12,20210831
부산 중구,58682,[부산 중구] 부산 영화체험박물관X트릭아이뮤지엄,부산 중구 대청로126번길 12,20210831
부산 중구,58688,[부산] 부산타워 용두산 전망대 9월,부산 중구 용두산길 37-30,20210831
부산 중구,58725,[부산] 트릭아이 뮤지엄,부산 중구 대청로126번길 12,20210831
부산 중구,60884,[부산] 부산타워 용두산 전망대 10월,부산 중구 용두산길 37-30,20210831
부산 중구,63143,[부산] 부산타워 용두산 전망대 12월,부산 중구 용두산길 37-30,20210831
부산 중구,64282,[부산] 부산타워 용두산 전망대 1월,부산 중구 용두산길 37-30,20210831
부산 해운대구,39768,[부산 해운대] 신카이마코토 展★전시,부산 해운대구 APEC로 55,20210831
부산 해운대구,48266,"[부산 해운대] 뮤지엄 DAH 완전한 세상, Maximalia",부산 해운대구 센텀서로 20,20210831
부산 해운대구,63339,[2020어워즈★] 부산 엑스더스카이,부산 해운대구 달맞이길 30,20210831
서울 강남구,36111,[서울 강남] 피규어뮤지엄 W(키덜트),서울 강남구 청담동 84-9,20210831
서울 강남구,38898,[서울 강남] 마녀의 초대장★전시,서울 강남구 강남대로 346,20210831
서울 강남구,38967,[서울 강남] 나의어린왕자에게展,서울 강남구 선릉로 807,20210831
서울 강남구,39353,[서울 강남] 코엑스 2018 서울 디저트쇼,서울 강남구 봉은사로 524,20210831
서울 강남구,39383,[서울 강남] 산타와 빈양말 : 어린이 뮤지컬,서울 강남구 영동대로 416,20210831
서울 강남구,39891,[서울 강남] 피에르앤쥘 Pierre et Gilles ★전시,서울 강남구 선릉로 807,20210831
서울 강남구,41690,[서울 강남] 러빙빈센트展 ★전시,서울 강남구 봉은사로 120,20210831
서울 강남구,41725,[서울 강남] 러빙빈센트展 오픈특가 ★전시,서울 강남구 봉은사로 120,20210831
서울 강남구,42538,[서울 강남] 뮤지엄 테라피 디어 브레인展,서울 강남구 선릉로 807,20210831
서울 강남구,43289,[서울 강남] 클럽케이 : 찜질스파,서울 강남구 선릉로 524,20210831
서울 강남구,44040,[서울 강남] 프렌치 팝아트 : 피에르쥘의 포트레이트,서울 강남구 선릉로 807,20210831
서울 강남구,45339,[서울 강남] 라틴크루즈 파티,서울 강남구 압구정로11길 37-53,20210831
서울 강남구,45763,[서울 강남] 오즈의 미술관展,서울 강남구 선릉로 807,20210831
서울 강남구,45999,[서울 강남]  KISS : LOVE IS THE MOMENT 키스展 전시,서울 강남구 선릉로 807,20210831
서울 강남구,46063,[서울 강남] 서울 신사동 인생사진관,서울 강남구 강남대로158길 26,20210831
서울 강남구,46434,[서울 강남] 서울 신사동 인생사진관3 특가★,서울 강남구 강남대로158길 26,20210831
서울 강남구,46762,[서울 강남]  KISS : LOVE IS THE MOMENT 키스展 전시 핫딜★,서울 강남구 선릉로 807,20210831
서울 강남구,47490,[서울 강남]  KISS : LOVE IS THE MOMENT 키스展 전시 ★특가,서울 강남구 선릉로 807,20210831
서울 강남구,47961,[초특가!] 한정수량★ 알렉산더 칼더전 초특가,서울 강남구 선릉로 807,20210831
서울 강남구,48328,[서울 강남]칼더展 얼리버드,서울 강남구 선릉로 807,20210831
서울 강남구,49192,[서울 강남] 피규어뮤지엄 W(키덜트),서울 강남구 청담동 84-9,20210831
서울 강남구,49517,"[서울 강남] 알렉산더 칼더,  모빌을 상상하다展",서울 강남구 선릉로 807,20210831
서울 강남구,49970,[서울 강남] 알렉산더 칼더展 야놀자 특가,서울 강남구 선릉로 807,20210831
서울 강남구,50961,"[서울 강남] 알렉산더 칼더,  모빌을 상상하다展 (특가)",서울 강남구 선릉로 807,20210831
서울 강남구,52810,[서울 코엑스] 2020 서울국제주류박람회,서울 강남구 영동대로 513,20210831
서울 강남구,53219,"[야놀자특가] 알렉산더 칼더,  모빌을 상상하다展",서울 강남구 선릉로 807,20210831
서울 강남구,53891,[서울 코엑스] 2020 서울국제주류박람회,서울 강남구 영동대로 513,20210831
서울 강남구,54491,[서울 강남] 코엑스 2020 슬립테크,서울 강남구 영동대로 513,20210831
서울 강남구,61370,[서울 강남] 코엑스 2020 슬립테크,서울 강남구 영동대로 513,20210831
서울 강남구,64127,[서울 삼성] 코엑스  K-일러스트레이션 페어 서울 2021,서울 강남구 영동대로 513,20210831
서울 강동구,63401,[서울 강동] 브이센터,서울 강동구 아리수로61길 103,20210831
서울 강동구,65594,[서울 강동] 브이센터(~8월),서울 강동구 아리수로61길 103,20210831
서울 광진,43017,[서울 광진] 누보로망 삼국지 전시,,20210831
서울 광진구,39566,[서울 광진] 더 몬스터 페스티벌 인 크리스마스,서울 광진구 능동로 209,20210831
서울 광진구,40095,[서울 광진] 더몬스터페스티벌 인 크리스마스★핫딜,서울 광진구 능동로 209,20210831
서울 광진구,43060,[서울 광진] 본다빈치스퀘어 감성사진관★전시,서울 광진구 광나루로 441,20210831
서울 광진구,46783,[서울 능동] 어린이대공원 애니스토리 캣츠,서울 광진구 능동로 216,20210831
서울 노원구,39636,[서울 노원] 라면에 파송송 뮤지컬,서울 노원구 석계로7길 12-8,20210831
서울 마포구,25,[서울 홍대] 러브뮤지엄 : 이색전시회,서울 마포구 홍익로3길 20,20210831
서울 마포구,20143,[서울 홍대] 트릭아이 뮤지엄 패키지,서울 마포구 홍익로3길 20,20210831
서울 마포구,39832,[서울 마포] 그놈은 예뻤다. : 홍대 개그연극,서울 마포구 어울마당로 94-8,20210831
서울 마포구,39861,[서울 마포] 까브라더쇼 : 홍대 코믹연극,서울 마포구 어울마당로 94-8,20210831
서울 마포구,39890,[서울 마포] 연극 당신이주인공 12월★공연,서울 마포구 와우산로 117,20210831
서울 마포구,39944,"[서울 마포] 송구영신 특집 홍대 연극 관객과의 전쟁, 쇼미더퍼니, 홍콩쇼★ 개그공연",서울 마포구 와우산로21길 29,20210831
서울 마포구,40254,"[서울 마포] 서서농담★홍대 연극,공연",서울 마포구 잔다리로 31,20210831
서울 마포구,40268,"[서울 마포] 개그 프로듀스 18 ★홍대 연극, 공연",서울 마포구 잔다리로 31,20210831
서울 마포구,40363,"[서울 마포] 홍대연극 관객과의전쟁, 쇼미더퍼니, 홍콩쇼★개그공연",서울 마포구 와우산로21길 29,20210831
서울 마포구,41412,[서울 마포] 그놈은 예뻤다. : 홍대 개그연극★공연,서울 마포구 어울마당로 94-8,20210831
서울 마포구,41633,[서울 마포] 연극 당신이주인공 1월★공연,서울 마포구 와우산로 117,20210831
서울 마포구,41821,"[서울 마포] 홍대연극 관객과의전쟁, 쇼미더퍼니, 홍콩쇼 2월★개그공연",서울 마포구 와우산로21길 29,20210831
서울 마포구,41944,"[서울 마포] 개그 프로듀스 18★홍대 연극, 공연",서울 마포구 잔다리로 31,20210831
서울 마포구,41977,[서울 마포] 연극 당신이주인공 2월★공연,서울 마포구 와우산로 117,20210831
서울 마포구,42896,"[서울 마포] 홍대연극 관객과의전쟁, 쇼미더퍼니, 홍콩쇼★개그공연",서울 마포구 와우산로21길 29,20210831
서울 마포구,42904,[서울 마포] 그놈은 예뻤다. : 홍대 개그연극★공연,서울 마포구 어울마당로 94-8,20210831
서울 마포구,42999,[서울 마포] 정동극장X한국자전거나라 프리미엄 문화 패키지,서울 마포구 큰우물로 76,20210831
서울 마포구,43797,[서울 마포] 홍대연극 투깝쇼 ★개그공연,서울 마포구 잔다리로 31 제이디비 스퀘어 B1층,20210831
서울 마포구,45007,[서울 마포] 개그연극 프로듀스 18 5월★공연,서울 마포구 잔다리로 31,20210831
서울 마포구,45374,"[서울 마포] [여름특집] 홍대연극 관객과의전쟁, 쇼미더퍼니, 홍콩쇼★개그공연 8월",서울 마포구 와우산로21길 29,20210831
서울 마포구,46365,[서울 마포] 그놈은 예뻤다 : 홍대 개그연극★공연 8월,서울 마포구 어울마당로 94-8,20210831
서울 마포구,46917,[서울 마포] 홍대 러브뮤지엄 1+1 특가★,서울 마포구 홍익로3길 20,20210831
서울 마포구,52563,[주말특가★] 홍대 러브뮤지엄 : 이색데이트,서울 마포구 홍익로3길 20,20210831
서울 마포구,55675,[서울 마포] 뷰티인사이드 / 로맨틱 포토 에디션,서울 마포구 홍익로5길 30,20210831
서울 마포구,57170,[서울 마포] 뷰티인사이드 展 야놀자 장마실내기획전 특가★,서울 마포구 홍익로5길 30,20210831
서울 서대문,44504,[서울 서대문] 한국자전거나라와 함께하는 서대문형무소투어,,20210831
서울 서초구,41552,[서울 서초] 이매진 존레논展★전시,서울 서초구 남부순환로 2406,20210831
서울 서초구,44470,[서울 ] 2019 스프링네온파티,"서울 서초구 올림픽대로 641, 한강 서래나루",20210831
서울 서초구,44743,[서울 서초] 에릭 요한슨 사진展 :Impossible is Possible,서울 서초구 남부순환로 2406,20210831
서울 서초구,55151,[서울/양재] 제7회 대한민국국제포토페스티벌,서울 서초구 남부순환로 2406,20210831
서울 성동구,34942,[서울 성동] 서울숲 르누아르展 : 여인의향기,서울 성동구 서울숲2길 32-14,20210831
서울 성동구,38817,[서울 성동] 슈가플래닛: SUGAR PLANET,서울 성동구 서울숲2길 32-14,20210831
서울 성동구,41966,[서울 성동] 르누아르 展 +슈가플래닛PKG ★전시,서울 성동구 서울숲2길 32-14,20210831
서울 성동구,45313,[서울 성동] 좋은 꿈 꾸세요 ★전시,서울 성동구 아차산로 33,20210831
서울 성동구,46993,[성수] 뚝섬미술관 파랑새展 : 1차 얼리버드 티켓,서울 성동구 아차산로 33,20210831
서울 성동구,47154,[서울 성수] 뚝섬미술관 파랑새展 : 2차 얼리버드 티켓,서울 성동구 아차산로 33,20210831
서울 성동구,47489,[서울 성수] 뚝섬미술관 파랑새展 : 전시 ★특가,서울 성동구 아차산로 33,20210831
서울 성동구,47538,[서울 성수] 파랑새전 미술관 전시회,서울 성동구 아차산로 33,20210831
서울 성동구,52779,[온라인] 도서문화상품권 ★선착순특가,서울 성동구 성수이로10길 14,20210831
서울 성동구,52788,[온라인] 도서문화상품권,서울 성동구 성수이로10길 14,20210831
서울 성동구,57193,[★야놀자특가] 뚝섬미술관 파랑새展,서울 성동구 아차산로 33,20210831
서울 송파구,42005,[서울 잠실] 롯데월드몰 VR퓨처시네마 영화관,서울 송파구 올림픽로 300,20210831
서울 송파구,42253,[서울 잠실] VR퓨처시네마 : VR영화관,서울 송파구 올림픽로 300,20210831
서울 송파구,50265,[서울 강남] 서울 살롱 뒤 쇼콜라,서울 송파구 송파대로 201,20210831
서울 용산구,38829,[서울 용산] 앨리스 인 원더랜드,서울 용산구 이태원로 29,20210831
서울 용산구,39376,[서울 용산] 반고흐&폴고갱 라이브 展★전시,서울 용산구 한강대로23길 55,20210831
서울 용산구,41730,주노플로 STATUES KOREA TOUR - 서울★공연,서울 용산구 이태원로 246,20210831
서울 용산구,41809,[서울 용산] 한국자전거나라의 국립중앙박물관 투어,서울 용산구 서빙고로 137,20210831
서울 용산구,45154,[서울 중구] 여행주간 3.1절 100주년 특별전 : 덕수궁 달빛산책,"서울 용산구 효창원로48길 6, 3층 (용문동)",20210831
서울 용산구,45171,[서울 종로구] 여행주간 3.1절 100주년 특별전 : 창경궁 달빛산책,"서울 용산구 효창원로48길 6, 3층 (용문동)",20210831
서울 용산구,54504,[서울 용산] 백악기 공룡의 전설,서울 용산구 한강대로23길,20210831
서울 종로,38699,[서울 종로] 심리추리극 크리미널,,20210831
서울 종로,39725,[서울 종로] 죽어야 사는 남자,,20210831
서울 종로구,37933,[서울 종로] 연극 조각,서울 종로구 대학로12길 50,20210831
서울 종로구,38799,[서울 종로] 코믹추리스릴러극 행오버,서울 종로구 대학로8가길 80,20210831
서울 종로구,38821,[서울 종로] 국민연극 라이어 1탄,서울 종로구 대학로 144,20210831
서울 종로구,39091,[서울 종로] 박물관은 살아있다+다이나믹 메이즈 : 인사동체험,서울 종로구 인사동 43,20210831
서울 종로구,39338,[서울 종로] 아드만 애니메이션 두번째 외출,서울 종로구 창의문로11길 4-1,20210831
서울 종로구,39367,[서울 종로]대학로 연극 운빨로맨스,서울 종로구 대학로10길 24,20210831
서울 종로구,39698,[서울 종로] 로맨틱코미디 연극 한뼘사이,서울 종로구 창경궁로 258-9,20210831
서울 종로구,39712,[서울 종로] 연극 술래잡기 12월,서울 종로구 대학로12길 50,20210831
서울 종로구,39731,[서울 종로] 연극 조각 12월,서울 종로구 대학로12길 50,20210831
서울 종로구,39793,[서울 종로] 마녀정원 展 ★전시,서울 종로구 인사동길 44,20210831
서울 종로구,39863,[서울 종로] 코믹추리스릴러극 행오버,서울 종로구 대학로8가길 80,20210831
서울 종로구,39871,[서울 종로] 코믹 락뮤지컬 프리즌 12월,서울 종로구 이화장길 58,20210831
서울 종로구,39928,[서울 종로] 대학로 라이어 12월,서울 종로구 대학로 144,20210831
서울 종로구,40006,[서울 종로] 옥탑방고양이 12월★공연,서울 종로구 대학로10길 24,20210831
서울 종로구,40011,[서울 종로] 영국에서 온 Made In 조선 :북한 그래픽 디자인 展★전시,서울 종로구 대학로 57,20210831
서울 종로구,40016,[서울 종로] 극적인하룻밤★공연,서울 종로구 대학로10길 5,20210831
서울 종로구,40294,[서울 종로] 대학로 라이어 1탄 1월★연극,서울 종로구 대학로 144,20210831
서울 종로구,41493,[서울 종로]안나라수마나라 1월,서울 종로구 동숭길 74,20210831
서울 종로구,41494,[서울 종로] 연극 술래잡기★공연,서울 종로구 대학로12길 50,20210831
서울 종로구,41499,[서울 종로] 옥탑방고양이 1월★공연,서울 종로구 대학로10길 24,20210831
서울 종로구,41503,[서울 종로] 극적인하룻밤★공연,서울 종로구 대학로10길 5,20210831
서울 종로구,41531,[서울 종로] 로맨틱코미디 연극 한뼘사이,서울 종로구 창경궁로 258-9,20210831
서울 종로구,41540,[서울 종로] 죽어야 사는 남자 1월★공연,서울 종로구 동숭길 74,20210831
서울 종로구,41600,[서울 종로] 연극 조각 1월★공연,서울 종로구 대학로12길 50,20210831
서울 종로구,41737,[서울 종로] AP사진전 빛이 남긴 감정 너를 다시 볼 수 있을까 ★전시,서울 종로구 세종대로 175,20210831
서울 종로구,41795,[서울 대학로] 연극 하트시그널 1월★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,41797,[서울 종로] 웰메이드 감성연극 최고의사랑★공연,서울 종로구 이화장길 58,20210831
서울 종로구,41804,[서울 종로] 한국자전거나라의 국립고궁박물관,서울 종로구 효자로 12,20210831
서울 종로구,41830,[서울 종로] 옥탑방고양이 2월★공연,서울 종로구 대학로10길 24,20210831
서울 종로구,41863,[서울 종로] 연극 그녀를 믿지마세요 2월★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,41899,[서울 대학로] 연극 하트시그널 2월★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,42029,[서울 종로] 마녀정원  展,서울 종로구 인사동길 44,20210831
서울 종로구,42061,[서울 종로] 로맨틱코미디 연극 한뼘사이,서울 종로구 창경궁로 258-9,20210831
서울 종로구,42065,[서울 종로] 대학로 라이어 1탄 2월★연극,서울 종로구 대학로 144,20210831
서울 종로구,42096,[서울 종로] 극적인하룻밤 2월★공연,서울 종로구 대학로10길 5,20210831
서울 종로구,42658,[서울 종로] 웰메이드 감성연극 최고의사랑★공연,서울 종로구 이화장길 58,20210831
서울 종로구,42659,[서울 대학로] 연극 하트시그널 3월★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,42660,[서울 종로] 연극 그녀를 믿지마세요 3월★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,42661,[서울 종로] 옥탑방고양이 3월★공연,서울 종로구 대학로10길 24,20210831
서울 종로구,42933,[서울 종로] 대학로 라이어 1탄 3~4월,서울 종로구 대학로 144,20210831
서울 종로구,43043,[서울 종로] 로맨틱코미디 연극 한뼘사이 3월★공연,서울 종로구 창경궁로 258-9,20210831
서울 종로구,43057,[서울 종로] 너의 목소리가 들려 : 속 보이는 초능력 로맨틱 코미디★공연,서울 종로구 동숭길 68,20210831
서울 종로구,43690,[서울 종로] 로맨틱코미디 연극 한뼘사이 4월★공연,서울 종로구 창경궁로 258-9,20210831
서울 종로구,43694,[서울 종로] 인사동 인생네컷,서울 종로구 인사동길 7,20210831
서울 종로구,43704,[서울 종로] 옥탑방고양이 4월★공연,서울 종로구 대학로10길 24,20210831
서울 종로구,44563,[서울 종로] 한국자전거나라와 함께하는 경복궁투어,"서울 종로구 효자로 12, 국립고궁박물관",20210831
서울 종로구,44634,[서울 종로] 로맨틱코미디 연극 한뼘사이 ★ 핫딜,서울 종로구 대명길 37,20210831
서울 종로구,44968,[서울 종로] 대학로 라이어 1탄 5월 ★연극공연,서울 종로구 대학로 144,20210831
서울 종로구,45119,[서울 종로] 로맨틱코미디 연극 한뼘사이 ★공연,서울 종로구 창경궁로 258-9,20210831
서울 종로구,45302,[서울 종로] 연극 그녀를 믿지마세요 5월★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,45332,[서울 대학로] 연극 하트시그널 5월★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,45340,[서울 종로] 옥탑방고양이 5월★공연,서울 종로구 대학로10길 24,20210831
서울 종로구,45390,[서울 종로] 로맨스연극 연애하기좋은날,서울 종로구 동숭길 47,20210831
서울 종로구,45467,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 6월,서울 종로구 동숭길 68,20210831
서울 종로구,45709,[서울 대학로] 연극 그녀를 믿지마세요,서울 종로구 대학로11길 23,20210831
서울 종로구,45727,[서울 대학로] 연극 하트시그널 6월★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,45745,[서울 종로] 옥탑방고양이 6월★공연,서울 종로구 대학로10길 24,20210831
서울 종로구,45928,[서울 종로] 연극 나의 PS 파트너,서울 종로구 대학로8가길 30,20210831
서울 종로구,45961,[서울 종로] 대학로 연극 달콤한 의뢰인,서울 종로구 대학로 132,20210831
서울 종로구,46011,[서울 종로]대학로 연극 럭키,서울 종로구 동숭4길 16-3,20210831
서울 종로구,46013,[서울 종로] 로맨틱코미디 연극 한뼘사이 7월 ★공연,서울 종로구 창경궁로 258-9,20210831
서울 종로구,46020,[서울 대학로] 충격실화 공포잔혹극 괴담,서울 종로구 성균관로4길 42 (지즐소극장),20210831
서울 종로구,46023,[서울 종로] 로맨스연극 연애하기좋은날 7월,서울 종로구 동숭길 47,20210831
서울 종로구,46076,[서울 종로] The Flower hello심쿵전 이색전시회,서울 종로구 인사동길 44,20210831
서울 종로구,46091,[서울 종로] 대학로 연극 그녀를 믿지마세요 7월,서울 종로구 대학로11길 23,20210831
서울 종로구,46092,[서울 대학로] 연극 하트시그널 7월 ★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,46140,[서울 종로] 대학로 너의 목소리가 들려 7월,서울 종로구 동숭길 39,20210831
서울 종로구,46143,[서울 종로] 대학로 연극 오마이갓 7월,서울 종로구 동숭길 68,20210831
서울 종로구,46145,[서울 종로] 로맨틱코미디 연극 한뼘사이 7월 ★핫딜★,서울 종로구 대명길 37,20210831
서울 종로구,46151,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 7월,서울 종로구 동숭길 68,20210831
서울 종로구,46307,[서울 종로] 대학로 연극 달콤한 의뢰인 8월,서울 종로구 대학로 132,20210831
서울 종로구,46311,[서울 종로] 로맨스연극 연애하기좋은날 8월,서울 종로구 동숭길 47,20210831
서울 종로구,46355,[서울 종로] 연극 나의 PS 파트너 8월,서울 종로구 대학로8가길 30,20210831
서울 종로구,46359,[서울 대학로] 충격실화 공포잔혹극 괴담 8월,서울 종로구 성균관로4길 42,20210831
서울 종로구,46362,[서울 종로] 대학로 8월 국민연극 라이어 1탄,서울 종로구 대학로 144,20210831
서울 종로구,46370,[서울 종로] 대학로 연극 그녀를 믿지마세요 8월,서울 종로구 대학로11길 23,20210831
서울 종로구,46375,[서울 대학로] 연극 하트시그널 8월 ★공연,서울 종로구 대학로11길 23,20210831
서울 종로구,46378,[서울 종로] 옥탑방고양이 8월★공연,서울 종로구 대학로10길 24,20210831
서울 종로구,46458,[서울 종로] 로맨틱코미디 연극 한뼘사이 8월 ★공연,서울 종로구 대명길 37,20210831
서울 종로구,46465,[서울 종로] 그들만의 화끈한 6번자세 핫식스★공연 8월,서울 종로구 동숭길 68,20210831
서울 종로구,46488,[서울 종로] 대학로 너의 목소리가 들려 8월,서울 종로구 동숭길 39,20210831
서울 종로구,46493,[서울 종로] 대학로 연극 오마이갓 8월,서울 종로구 동숭길 68,20210831
